
Training the model in NVIDIA GeForce RTX 3060
Training Data:  1881 images
Validation Data:  807 images
----------- MODEL: baseline --------------
----------- TRAINING START 13_03_2022_19_11_50 --------------


EPOCH 87  TEST:  31% 8/26 [00:00<00:00, 19.38it/s, acc=0.77, loss=0.215]
EPOCH 88 TRAIN:  24% 14/59 [00:01<00:03, 13.31it/s, acc=0.8, loss=0.266]
EPOCH 88 TRAIN:  68% 40/59 [00:03<00:01, 13.17it/s, acc=0.8, loss=0.394]
EPOCH 88  TEST:  50% 13/26 [00:00<00:00, 19.45it/s, acc=0.856, loss=0.659]
EPOCH 88  TEST:  50% 13/26 [00:00<00:00, 19.45it/s, acc=0.856, loss=0.659]
EPOCH 89 TRAIN:  27% 16/59 [00:01<00:03, 12.99it/s, acc=0.801, loss=0.569]
EPOCH 89 TRAIN:  75% 44/59 [00:03<00:01, 13.39it/s, acc=0.801, loss=0.485]
EPOCH 89  TEST:  62% 16/26 [00:00<00:00, 20.11it/s, acc=0.812, loss=0.847]
EPOCH 90 TRAIN:  37% 22/59 [00:01<00:02, 13.25it/s, acc=0.811, loss=0.616]
EPOCH 90 TRAIN:  81% 48/59 [00:03<00:00, 13.45it/s, acc=0.812, loss=0.479]
EPOCH 90  TEST:  96% 25/26 [00:01<00:00, 19.91it/s, acc=0.777, loss=0.386]
EPOCH 91 TRAIN:  44% 26/59 [00:01<00:02, 13.27it/s, acc=0.772, loss=0.639]
EPOCH 91 TRAIN:  88% 52/59 [00:03<00:00, 13.21it/s, acc=0.778, loss=0.86]
EPOCH 92 TRAIN:   3% 2/59 [00:00<00:04, 11.81it/s, acc=0.844, loss=0.67]
EPOCH 92 TRAIN:  51% 30/59 [00:02<00:02, 13.33it/s, acc=0.803, loss=0.32]
EPOCH 92 TRAIN:  95% 56/59 [00:04<00:00, 13.23it/s, acc=0.808, loss=0.754]
EPOCH 93 TRAIN:  10% 6/59 [00:00<00:03, 13.41it/s, acc=0.826, loss=0.701]
EPOCH 93 TRAIN:  58% 34/59 [00:02<00:01, 13.22it/s, acc=0.802, loss=0.692]
EPOCH 93  TEST:   8% 2/26 [00:00<00:01, 19.66it/s, acc=0.677, loss=1.16]
EPOCH 94 TRAIN:  17% 10/59 [00:00<00:03, 12.88it/s, acc=0.804, loss=0.591]
EPOCH 94 TRAIN:  64% 38/59 [00:02<00:01, 13.37it/s, acc=0.794, loss=0.373]
